amount,id2,id,hanke_name,teema,Lookup_Teema,Lookup_Maakunta,Toteuttaja,Lookup_Aluehallintovirasto,Kunta,link,Lookup_Vuosi,Kohderyhma,Kohderyhma2,Lookup_Hanketyyppi,Lookup_Kieli,lkm,Lookup_Vaikutusalue,AVI-aluealkup
6000,101,142,Elämyksiä ja e-lukulaitteita - pienten kirjastojen uinuva potentiaali käyttöön,Palvelujen kehittäminen,Palvelujen kehittäminen,Kymenlaakso,Haminan kaupunginkirjasto,Etelä-Suomi,Hamina,hankkeet.kirjastot.fi/node/392,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
2500,360,521,Kohtaavat kokoelmat,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Keski-Suomi,Hankasalmen kirjasto,Länsi- ja Sisä-Suomi,Hankasalmi,hankkeet.kirjastot.fi/node/461,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
3500,32,41,Asiakaspäätteet ajan tasalle,Laitehankinnat,Laitehankinnat,Keski-Suomi,Hankasalmen kirjasto,Länsi- ja Sisä-Suomi,Hankasalmi,hankkeet.kirjastot.fi/node/2209,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen 
6000,419,614,Langattomasti internetin maailmaan,Laitehankinnat,Laitehankinnat,Satakunta,Harjavallan kaupunginkirjasto,Lounais-Suomi,Harjavalta,hankkeet.kirjastot.fi/node/1804,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Lounais-Suomen
3200,840,1233,Uusilla laitteilla tehokkuutta ja monimuotoisuutta kirjaston oheistoimintaan,Laitehankinnat,Laitehankinnat,Satakunta,Harjavallan kaupunginkirjasto,Lounais-Suomi,Harjavalta,hankkeet.kirjastot.fi/node/305,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Varsinais-Suomen
2800,89,122,Digittääkö? - analogiset tallenteet sähköiseen muotoon,Laitehankinnat,Laitehankinnat,Päijät-Häme,Hartolan kunnankirjasto,Etelä-Suomi,Hartola,hankkeet.kirjastot.fi/node/1234,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
8000,36,46,Asiakasrajapinnat ajan tasalle,Laitehankinnat,Laitehankinnat,Kanta-Häme,Hattulan kunnankirjasto,Etelä-Suomi,Hattula,hankkeet.kirjastot.fi/node/2299,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Etelä-Suomen
20000,439,646,Lehtilukusali itsepalveluperiaatteella,Tilasuunnittelu,Tilasuunnittelu,Etelä-Savo,Heinäveden kunnankirjasto,Itä-Suomi,Heinävesi,hankkeet.kirjastot.fi/node/430,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
0,632,921,Panostus pehmeään palveluun,Laitehankinnat,Laitehankinnat,Päijät-Häme,Heinolan kaupunginkirjasto,Etelä-Suomi,Heinola,hankkeet.kirjastot.fi/node/298,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
6000,208,294,Kallion paviljongit,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/724,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan ELY-keskus
20000,803,1174,Tilat jakoon: asiakkaat tapahtumien järjestäjänä,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/1998,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Etelä-Suomen
35000,17,21,AjanKohtaus!,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/738,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
10000,579,849,Muuttuva lähikirjasto - Pienten kirjastojen työpajapäivät,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/1985,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,seutukunnat	,Etelä-Suomen
10000,270,386,Kirjasto digitaalisena tilana,Tilasuunnittelu,Tilasuunnittelu,Uusimaa-Keskuskirjasto,Yleisten kirjastojen keskuskirjasto,Okm,Helsinki-Keskuskirjasto,hankkeet.kirjastot.fi/node/1195,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,OKM,suomenkielinen,1,valtakunnallinen	,Okm
4000,308,442,Kirjastolaitteiden modernisointi,Laitehankinnat,Laitehankinnat,Satakunta,Honkajoen kunnankirjasto,Lounais-Suomi,Honkajoki,hankkeet.kirjastot.fi/node/1740,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lounais-Suomen
3200,319,459,Kirjaston laitehankinnat,Laitehankinnat,Laitehankinnat,Satakunta,Honkajoen kunnankirjasto,Lounais-Suomi,Honkajoki,hankkeet.kirjastot.fi/node/230,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
5000,124,174,Eväitä lukunälkäisille,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/1767,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Etelä-Suomen
4000,155,221,Hyvinkään pääkirjaston juhlavuosi,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/237,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
0,330,475,Kirjastopalveluiden tunnettavuuden lisääminen Hyvinkäällä,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/981,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan
12000,272,388,Kirjasto ihmisten keskellä,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pohjois-Savo,Iisalmen kaupunginkirjasto,Itä-Suomi,Iisalmi,hankkeet.kirjastot.fi/node/269,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Pohjois-Savon
0,6,8,"\Jo tokkiisa\"" meillä on hiljainen työskentelypiste""",Tilasuunnittelu,Tilasuunnittelu,Pohjois-Savo,Iisalmen kaupunginkirjasto,Itä-Suomi,Iisalmi,hankkeet.kirjastot.fi/node/1781,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,seutukunnat	,Itä-Suomen
10000,696,1018,Sähköisten palvelujen opastus kirjastossa -hanke,Mediakasvatus,Mediakasvatus,Kymenlaakso,Iitin kunnankirjasto,Etelä-Suomi,Iitti,hankkeet.kirjastot.fi/node/1738,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Etelä-Suomen
5000,267,380,Kirjasta kaveri: lasten ja aikuisten lukuharrastuksen edistäminen,Lukemisen edistäminen,Lukemisen edistäminen,Pirkanmaa,Ikaalisten kaupunginkirjasto,Länsi- ja Sisä-Suomi,Ikaalinen,hankkeet.kirjastot.fi/node/1220,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
2000,165,231,Ilmajoen audiovisuaalisen perinnön digitointi,Laitehankinnat,Laitehankinnat,Etelä-Pohjanmaa,Ilmajoen kunnankirjasto,Länsi- ja Sisä-Suomi,Ilmajoki,hankkeet.kirjastot.fi/node/1309,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaa
1800,224,320,Kättä pidempää Ilmajoelle sähköiseen lukemiseen ja opiskeluun ,Laitehankinnat,Laitehankinnat,Etelä-Pohjanmaa,Ilmajoen kunnankirjasto,Länsi- ja Sisä-Suomi,Ilmajoki,hankkeet.kirjastot.fi/node/1904,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen
900,736,1080,Some-kurssi aikuisille,Mediakasvatus,Mediakasvatus,Etelä-Pohjanmaa,Isojoen kirjasto,Länsi- ja Sisä-Suomi,Isojoki,hankkeet.kirjastot.fi/node/1872,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan ELY-keskus
0,489,720,Lukukisa Isojoki vastaan Karijoki 2,Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Pohjanmaa,Isojoen kunnankirjasto,Länsi- ja Sisä-Suomi,Isojoki,hankkeet.kirjastot.fi/node/1228,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaan
800,671,984,Runo- ja valokuvauskilpailu = kirjastolle oma uniikki kirja!,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Etelä-Pohjanmaa,Isojoen kunnankirjasto,Länsi- ja Sisä-Suomi,Isojoki,hankkeet.kirjastot.fi/node/581,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaan
6000,849,1245,Vauvasta Valkamaan,Lukemisen edistäminen,Lukemisen edistäminen,Keski-Suomi,Jämsän kaupunginkirjasto,Länsi- ja Sisä-Suomi,Jämsä,hankkeet.kirjastot.fi/node/1118,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
4000,412,604,Lähikirjastojen työasemat,Laitehankinnat,Laitehankinnat,Keski-Suomi,Jämsän kaupunginkirjasto,Länsi- ja Sisä-Suomi,Jämsä,hankkeet.kirjastot.fi/node/243,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaa
45000,444,652,Lisää puhtia kirjastopalveluihin!,Verkkopalvelut,Verkkopalvelut,Etelä-Pohjanmaa,Jalasjärven kunnankirjasto,Länsi- ja Sisä-Suomi,Jalasjärvi,hankkeet.kirjastot.fi/node/394,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Pohjanmaan
40000,778,1142,Tervakosken avoin kirjasto,Palvelujen kehittäminen,Palvelujen kehittäminen,Kanta-Häme,Janakkalan kirjasto,Etelä-Suomi,Janakkala,hankkeet.kirjastot.fi/node/1757,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Etelä-Suomen
4000,839,1232,Uusien asiakaspäätteiden hankkiminen Janakkalan kirjastoon.,Laitehankinnat,Laitehankinnat,Kanta-Häme,Janakkalan kirjasto,Etelä-Suomi,Janakkala,hankkeet.kirjastot.fi/node/860,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
1900,11,14,300 vuotta kulttuuria,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pohjois-Karjala,Joensuun seutukirjasto - Pohjois-Karjalan maakuntakirjasto,Itä-Suomi,Joensuu,hankkeet.kirjastot.fi/node/563,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Pohjois-Savon
235000,47,61,Avoin kirjasto,Verkkopalvelut,Verkkopalvelut,Pohjois-Karjala,Joensuun seutukirjasto - Pohjois-Karjalan maakuntakirjasto,Itä-Suomi,Joensuu,hankkeet.kirjastot.fi/node/1265,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,OKM,suomenkielinen,1,valtakunnallinen	,Pohjois-Savon
4500,186,261,Jokioisten kirjasto 140 vuotta - tapahtumavuosi,Palvelujen kehittäminen,Palvelujen kehittäminen,Kanta-Häme,Jokioisten kunnankirjasto,Etelä-Suomi,Jokioinen,hankkeet.kirjastot.fi/node/1116,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
12000,561,824,Monitoimihärpäkkeet Toenperälle,Laitehankinnat,Laitehankinnat,Etelä-Savo,Toenperän kirjasto,Itä-Suomi,Joroinen,hankkeet.kirjastot.fi/node/2356,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Itä-Suomen
7000,191,268,Joutsan kunnankirjaston 150-vuotisjuhlavuosi 2014,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Keski-Suomi,Joutsan kunnankirjasto,Länsi- ja Sisä-Suomi,Joutsa,hankkeet.kirjastot.fi/node/1248,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaan
30000,190,267,Joutsan ja Konneveden kirjastojen liittäminen Keski-Suomen kirjastojen muodostamaan Keski-kirjastoverkkoon,Verkkopalvelut,Verkkopalvelut,Keski-Suomi,Joutsan kunnankirjasto,Länsi- ja Sisä-Suomi,Joutsa,hankkeet.kirjastot.fi/node/2063,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,maakunta	,Länsi- ja Sisä-Suomen
3800,172,243,Internet ihmisten iloksi ja hyödyksi,Laitehankinnat,Laitehankinnat,Pohjois-Pohjanmaa,Kärsämäen kirjasto,Pohjois-Suomi,Kärsämäki,hankkeet.kirjastot.fi/node/256,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
0,406,596,Kysynnän ja tarjonnan kohtaaminen Kaarinan kaupunginkirjaston ruotsinkielisissä palveluissa,Palvelujen kehittäminen,Palvelujen kehittäminen,Varsinais-Suomi,Kaarinan kaupunginkirjasto,Lounais-Suomi,Kaarina,hankkeet.kirjastot.fi/node/2314,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lounais-Suomen
20000,73,102,Digitaalista lukutaitoa edistämään ,Mediakasvatus,Mediakasvatus,Varsinais-Suomi,Kaarinan kaupunginkirjasto,Lounais-Suomi,Kaarina,hankkeet.kirjastot.fi/node/984,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
0,391,577,Kulkulupa Kaarinan kirjastoissa ja Kaarinan kansalaisopiston työhuoneilla,Palvelujen kehittäminen,Palvelujen kehittäminen,Varsinais-Suomi,Kaarinan kaupunginkirjasto,Lounais-Suomi,Kaarina,hankkeet.kirjastot.fi/node/2000,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,seutukunnat	,Lounais-Suomen
3000,787,1152,Tiedonhaun opetuksen välineistö,Laitehankinnat,Laitehankinnat,Kainuu,Kajaanin kaupunginkirjasto - Kainuun maakuntakirjasto,Pohjois-Suomi,Kajaani,hankkeet.kirjastot.fi/node/1085,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjois-Pohjanmaan
1800,695,1017,Sähköisten aineistojen lukulaitteet ajantasaisiksi,Laitehankinnat,Laitehankinnat,Pohjois-Pohjanmaa,Kalajoen kaupunginkirjasto,Pohjois-Suomi,Kalajoki,hankkeet.kirjastot.fi/node/561,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
5000,83,114,Digitointilaitteet uuteen pääkirjastoon,Laitehankinnat,Laitehankinnat,Pirkanmaa,Kangasalan kunnankirjasto,Länsi- ja Sisä-Suomi,Kangasala,hankkeet.kirjastot.fi/node/764,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaan
5000,209,295,Kangasalan kirjasto 150 vuotta,Palvelujen kehittäminen,Palvelujen kehittäminen,Pirkanmaa,Kangasalan kunnankirjasto,Länsi- ja Sisä-Suomi,Kangasala,hankkeet.kirjastot.fi/node/800,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaan
15000,50,66,Beckerin Perilliset II,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Etelä-Savo,Kangasniemen kunnankirjasto,Itä-Suomi,Kangasniemi,hankkeet.kirjastot.fi/node/314,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
7500,306,439,Kirjastokulttuuria kansalle,Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Savo,Kangasniemen kunnankirjasto,Itä-Suomi,Kangasniemi,hankkeet.kirjastot.fi/node/994,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
0,828,1215,Uuden kirjastotilan suunnittelu,Tilasuunnittelu,Tilasuunnittelu,Etelä-Savo,Kangasniemen kunnankirjasto,Itä-Suomi,Kangasniemi,hankkeet.kirjastot.fi/node/995,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
2000,211,298,Kannonkosken koneet kierrätykseen,Laitehankinnat,Laitehankinnat,Keski-Suomi,Kannonkosken kunnankirjasto,Länsi- ja Sisä-Suomi,Kannonkoski,hankkeet.kirjastot.fi/node/1407,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
9000,12,15,5K,Lukemisen edistäminen,Lukemisen edistäminen,Keski-Suomi,Kannonkosken kunnankirjasto,Länsi- ja Sisä-Suomi,Kannonkoski,hankkeet.kirjastot.fi/node/839,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaan
5000,748,1096,"Syyhyttääkö sormis, sopisiko s-kirja?",Laitehankinnat,Laitehankinnat,Keski-Suomi,Kannonkosken kunnankirjasto,Länsi- ja Sisä-Suomi,Kannonkoski,hankkeet.kirjastot.fi/node/1375,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,seutukunnat	,Pohjanmaan
12000,851,1248,Vehkeitä,Laitehankinnat,Laitehankinnat,Keski-Pohjanmaa,Kannuksen kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kannus,hankkeet.kirjastot.fi/node/1209,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaan
0,203,287,Kaikki koneet kymmenluvulle,Laitehankinnat,Laitehankinnat,Uusimaa,Karkkilan kaupunginkirjasto,Etelä-Suomi,Karkkila,hankkeet.kirjastot.fi/node/1481,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan
8500,35,45,Asiakaspalvelun ja itsepalvelun perusta kuntoon,Palvelujen kehittäminen,Palvelujen kehittäminen,Uusimaa,Karkkilan kaupunginkirjasto,Etelä-Suomi,Karkkila,hankkeet.kirjastot.fi/node/2012,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Etelä-Suomen
0,446,654,Lisätilaa lapsille + kohtauspaikka nuorille = vetovoimaisempi kirjasto kaikille ,Tilasuunnittelu,Tilasuunnittelu,Uusimaa,Karkkilan kaupunginkirjasto,Etelä-Suomi,Karkkila,hankkeet.kirjastot.fi/node/543,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan ELY-keskus
900,798,1166,Tietorysä,Laitehankinnat,Laitehankinnat,Pohjanmaa,Kaskisten kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kaskinen,hankkeet.kirjastot.fi/node/2395,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen
0,670,983,Runo ja novelli matineasta antologiaan,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Etelä-Pohjanmaa,Kauhajoen kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kauhajoki,hankkeet.kirjastot.fi/node/1413,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaan
3000,174,245,IPadit kirjastossa - uusia polkuja tiedonlähteille vauvasta vaariin,Laitehankinnat,Laitehankinnat,Etelä-Pohjanmaa,Kauhajoen kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kauhajoki,hankkeet.kirjastot.fi/node/1931,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen
4000,225,321,Kauhajoen Sarjissäpinät 2014,Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Pohjanmaa,Kauhajoen kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kauhajoki,hankkeet.kirjastot.fi/node/2116,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen
4500,779,1143,Tiäräkkö jo tabletin?,Laitehankinnat,Laitehankinnat,Etelä-Pohjanmaa,Kauhavan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kauhava,hankkeet.kirjastot.fi/node/2397,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen
1500,761,1116,Tarinan juurilla,Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Pohjanmaa,Kauhavan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kauhava,hankkeet.kirjastot.fi/node/774,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjanmaan
3200,109,152,Elämysten kirjasto 2,Laitehankinnat,Laitehankinnat,Pohjois-Savo,Keiteleen kunnankirjasto,Itä-Suomi,Keitele,hankkeet.kirjastot.fi/node/1113,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
1200,110,153,Elämysten kirjasto 3,Laitehankinnat,Laitehankinnat,Pohjois-Savo,Keiteleen ja Pielaveden kunnankirjastot,Itä-Suomi,Keitele,hankkeet.kirjastot.fi/node/1825,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
2200,108,151,Elämysten kirjasto,Laitehankinnat,Laitehankinnat,Pohjois-Savo,Keiteleen kunnankirjasto,Itä-Suomi,Keitele,hankkeet.kirjastot.fi/node/448,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
0,834,1225,Uusi verkkokirjasto tehokäyttöön,Verkkopalvelut,Verkkopalvelut,Lappi,Kemijärven kaupunginkirjasto,Lappi,Kemijärvi,hankkeet.kirjastot.fi/node/2016,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lapin
4000,303,436,Kirjastokeikka 2,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Pohjanmaa,Kempeleen kirjasto,Pohjois-Suomi,Kempele,hankkeet.kirjastot.fi/node/769,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
14000,719,1055,Se hengittää! Kirjaston runofestari vuoden ympäri,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Keravan kaupunginkirjasto,Etelä-Suomi,Kerava,hankkeet.kirjastot.fi/node/1204,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan
12200,151,216,Hyppää verkkomaailmaan - kirjasto apuna arjen verkkoasioinnissa,Laitehankinnat,Laitehankinnat,Uusimaa,Keravan kaupunginkirjasto,Etelä-Suomi,Kerava,hankkeet.kirjastot.fi/node/1555,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Uudenmaan 
5000,87,120,Digitointipaja,Laitehankinnat,Laitehankinnat,Pohjois-Karjala,Kiteen kaupunginkirjasto,Itä-Suomi,Kitee,hankkeet.kirjastot.fi/node/2420,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Itä-Suomen
0,322,464,Kirjaston palvelut ja käyttö tutuksi videon avulla,Palvelujen kehittäminen,Palvelujen kehittäminen,Pohjois-Savo,Kiuruveden kaupunginkirjasto,Itä-Suomi,Kiuruvesi,hankkeet.kirjastot.fi/node/1017,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
5500,354,510,Kiuruveden kaupunginkirjasto 150 v. -juhlavuosi,Palvelujen kehittäminen,Palvelujen kehittäminen,Pohjois-Savo,Kiuruveden kaupunginkirjasto,Itä-Suomi,Kiuruvesi,hankkeet.kirjastot.fi/node/295,2012,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
1500,786,1151,Tiedonhaun ja kirjastonkäytön opetuksen tehostaminen Kokemäen kirjastossa,Mediakasvatus,Mediakasvatus,Satakunta,Kokemäen kaupunginkirjasto,Lounais-Suomi,Kokemäki,hankkeet.kirjastot.fi/node/1978,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnat,Lounais-Suomen
3000,568,836,Musadiplomin avulla musiikkilajit tunnetuksi,Palvelujen kehittäminen,Palvelujen kehittäminen,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/1073,2013,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
3000,114,158,Eloisampia esityksiä & kätsympää kirjastonkäytön opetusta,Mediakasvatus,Mediakasvatus,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/1919,2014,Kirjaston asiakkaat,Kirjaston asiakkaat,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Länsi- ja Sisä-Suomen
