amount,id2,id,hanke_name,teema,Lookup_Teema,Lookup_Maakunta,Toteuttaja,Lookup_Aluehallintovirasto,Kunta,link,Lookup_Vuosi,Kohderyhma,Kohderyhma2,Lookup_Hanketyyppi,Lookup_Kieli,lkm,Lookup_Vaikutusalue,AVI-aluealkup
4000,707,1035,Sarjakuvapaja koululaisille ,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Vihdin kunnankirjasto ,Etelä-Suomi,Vihti,hankkeet.kirjastot.fi/node/1268,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.)","Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,1,kunnat,Uudenmaan
4500,487,717,Lukuintoa ylöjärveläisille lapsille ja nuorille,Lukemisen edistäminen,Lukemisen edistäminen,Pirkanmaa,Ylöjärven kaupunginkirjasto,Länsi- ja Sisä-Suomi,Ylöjärvi,hankkeet.kirjastot.fi/node/1742,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.)","Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Länsi- ja Sisä-Suomen
8000,542,795,Minun tarinani,Mediakasvatus,Mediakasvatus,Etelä-Pohjanmaa,Seinäjoen kaupunginkirjasto-maakuntakirjasto,Länsi- ja Sisä-Suomi,Seinäjoki,hankkeet.kirjastot.fi/node/752,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.), Erityisryhmät, Muu","Lapset (alle 13 v.), Nuoret (13-19  v.), Erityisryhmät, Muu",ELY,suomenkielinen,1,kunnat,Pohjanmaan
3500,137,194,HANAA! - kirjamoottori käyntiin ja vauhtia!,Lukemisen edistäminen,Lukemisen edistäminen,Päijät-Häme,Hartolan kunnankirjasto,Etelä-Suomi,Hartola,hankkeet.kirjastot.fi/node/1101,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Ikääntyneet","Lapset (alle 13 v.), Nuoret (13-19  v.), Ikääntyneet",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
10000,93,131,"E-nälli - tiedä, taida verkossa",Laitehankinnat,Laitehankinnat,Etelä-Pohjanmaa,Kurikan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kurikka,hankkeet.kirjastot.fi/node/568,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.), Ikääntyneet","Lapset (alle 13 v.), Nuoret (13-19  v.), Ikääntyneet",ELY,suomenkielinen,1,kunnat,Pohjanmaan
3000,755,1106,Tablettia tiedonnälkään,Laitehankinnat,Laitehankinnat,Varsinais-Suomi,Paimion kaupunginkirjasto,Lounais-Suomi,Paimio,hankkeet.kirjastot.fi/node/2424,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Ikääntyneet","Lapset (alle 13 v.), Nuoret (13-19  v.), Ikääntyneet",ELY,suomenkielinen,1,kunnat,Lounais-Suomen
4000,318,457,Kirjaston laitehankinnat,Mediakasvatus,Mediakasvatus,Pirkanmaa,Ruoveden kunnankirjasto,Länsi- ja Sisä-Suomi,Ruovesi,hankkeet.kirjastot.fi/node/2180,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Ikääntyneet","Lapset (alle 13 v.), Nuoret (13-19  v.), Ikääntyneet",ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen
5000,248,352,Kirjailijakiertue Koillismaalle,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Pohjanmaa,Kuusamon kaupunginkirjasto,Pohjois-Suomi,Kuusamo,hankkeet.kirjastot.fi/node/672,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston asiakkaat","Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston asiakkaat",ELY,suomenkielinen,1,seutukunnat	,Pohjois-Pohjanmaan
4000,614,895,"Onni on oma soppi - tila-, kaluste- ja aineistojärjestys uusiksi",Tilasuunnittelu,Tilasuunnittelu,Pohjois-Pohjanmaa,Merijärven kunnankirjasto,Pohjois-Suomi,Merijärvi,hankkeet.kirjastot.fi/node/1226,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston asiakkaat","Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston asiakkaat",ELY,suomenkielinen,1,kunnat,Pohjois-Pohjanmaan
2000,672,985,Runoelämää,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Pohjanmaa,Pyhännän kunnankirjasto,Pohjois-Suomi,Pyhäntä,hankkeet.kirjastot.fi/node/1888,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston asiakkaat","Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston asiakkaat",ELY,suomenkielinen,1,kunnat,Pohjois-Suomen
3000,641,937,Pelipäivästä valtava mediakasvatuksellinen kokonaisuus,Mediakasvatus,Mediakasvatus,Keski-Pohjanmaa,Kannuksen kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kannus,hankkeet.kirjastot.fi/node/1258,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston ei-käyttäjät","Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston ei-käyttäjät",ELY,suomenkielinen,1,seutukunnat	,Pohjanmaan
4500,637,929,Pelastakaa lukemattomat lapset,Lukemisen edistäminen,Lukemisen edistäminen,Päijät-Häme,Heinolan kaupunginkirjasto,Etelä-Suomi,Heinola,hankkeet.kirjastot.fi/node/1763,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta","Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta",ELY,suomenkielinen,1,seutukunnat	,Etelä-Suomen
4000,150,213,Hupala,Lukemisen edistäminen,Lukemisen edistäminen,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/538,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta","Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta",ELY,suomenkielinen,1,maakunta	,Pohjanmaan
0,520,765,Mediakasvatuksen opetuspaketit kohderyhmille,Mediakasvatus,Mediakasvatus,Päijät-Häme,Lahden kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Lahti,hankkeet.kirjastot.fi/node/1330,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta","Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta",ELY,suomenkielinen,1,seutukunnat	,Uudenmaan
14000,218,309,Käsi kädessä median maailmaan,Mediakasvatus,Mediakasvatus,Etelä-Savo,Mäntyharjun kunnankirjasto,Itä-Suomi,Mäntyharju,hankkeet.kirjastot.fi/node/1168,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta","Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta",ELY,suomenkielinen,1,kunnat,Pohjois-Savon
6500,808,1181,Tove Jansson - yli rajojen,Lukemisen edistäminen,Lukemisen edistäminen,Varsinais-Suomi,Mynämäen kunnankirjasto,Lounais-Suomi,Mynämäki,hankkeet.kirjastot.fi/node/2080,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta","Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta",ELY,suomenkielinen,1,kansainvälinen	,Varsinais-Suomen
7000,616,897,Opetus pakettiin - kirjastonkäytön opetuksen uudistaminen,Mediakasvatus,Mediakasvatus,Uusimaa,Nurmijärven kirjasto,Etelä-Suomi,Nurmijärvi,hankkeet.kirjastot.fi/node/1795,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta","Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta",ELY,suomenkielinen,1,kunnat,Etelä-Suomen
6000,157,223,"Iines, Idefix ja kumppanit kirjastomaailmoissa - Kauhajoen sarjakuvasäpinät",Lukemisen edistäminen,Lukemisen edistäminen,Etelä-Pohjanmaa,Kauhajoen kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kauhajoki,hankkeet.kirjastot.fi/node/1508,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)","Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)",ELY,suomenkielinen,1,seutukunnat	,Pohjanmaan
8000,119,164,Esteettömät tarinat,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/970,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)","Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)",ELY,suomenkielinen,1,seutukunnat	,Uudenmaan
3000,656,960,Poppia ikä kaikki - musiikkiaineisto ja pelit tutuiksi!,Palvelujen kehittäminen,Palvelujen kehittäminen,Etelä-Pohjanmaa,Kurikan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kurikka,hankkeet.kirjastot.fi/node/2239,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)","Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)",ELY,suomenkielinen,1,kunnat,Länsi- ja Sisä-Suomen
60000,585,857,NFC KIRJASTOISSA,Verkkopalvelut,Verkkopalvelut,Satakunta,Luvian kunnankirjasto,Lounais-Suomi,Luvia,hankkeet.kirjastot.fi/node/309,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)","Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)",ELY,suomenkielinen,1,kansainvälinen	,Varsinais-Suomen
4500,570,838,Musiikin virtaa: musiikin ja käyttäjien kohtaaminen,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Etelä-Savo,Mikkelin kaupunginkirjasto - Etelä-Savon maakuntakirjasto,Itä-Suomi,Mikkeli,hankkeet.kirjastot.fi/node/1275,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)","Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)",ELY,suomenkielinen,1,kunnat,Pohjois-Savon
3500,139,198,Harrastuksen kautta kirjastoon,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Pohjanmaa,Ylivieskan kaupunginkirjasto,Pohjois-Suomi,Ylivieska,hankkeet.kirjastot.fi/node/1926,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)","Lapset (alle 13 v.), Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)",ELY,suomenkielinen,1,kunnat,Pohjois-Suomen
5300,430,631,Lasten ja nuorten kirjastokäynnit nousuun Jokioisten kirjastossa kouluyhteistyötä tehostamalla,Mediakasvatus,Mediakasvatus,Kanta-Häme,Jokioisten kunnankirjasto,Etelä-Suomi,Jokioinen,hankkeet.kirjastot.fi/node/1784,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)","Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,kunnat,Uudenmaan
3500,368,533,Koko koulu lukee 2,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Savo,Keiteleen ja Pielaveden kunnankirjastot,Itä-Suomi,Keitele,hankkeet.kirjastot.fi/node/1117,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)","Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,kunnat,Pohjois-Savon
2000,369,536,Koko kylä lukee ,Lukemisen edistäminen,Lukemisen edistäminen,Pohjois-Savo,Keiteleen ja Pielaveden kunnankirjastot,Itä-Suomi,Keitele,hankkeet.kirjastot.fi/node/1822,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)","Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,kunnat,Itä-Suomen
6000,553,812,Mobiilit tiedonhakutehtävät ,Mediakasvatus,Mediakasvatus,Varsinais-Suomi,Kustavin kunnankirjasto,Lounais-Suomi,Kustavi,hankkeet.kirjastot.fi/node/1753,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)","Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,kunnat,Lounais-Suomen
18000,277,397,Kirjasto ja uusi opetussuunnitelma - koulun ja kirjaston yhteistyö mediakasvatuksessa ,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Etelä-Savo,Mikkelin kaupunginkirjasto - Etelä-Savon maakuntakirjasto,Itä-Suomi,Mikkeli,hankkeet.kirjastot.fi/node/1839,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)","Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,kunnat,Itä-Suomen
17600,389,573,Koulukirjaston palvelun kehittämishanke,Palvelujen kehittäminen,Palvelujen kehittäminen,Lappi,Posion kunnankirjasto,Lappi,Posio,hankkeet.kirjastot.fi/node/129,2011,"Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)","Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,kunnat,Lapin
30000,608,884,Olipa kerran... Det var en gång...,Lukemisen edistäminen,Lukemisen edistäminen,Pohjanmaa,Vaasan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/1384,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)","Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,maakunta	,Pohjanmaan
20000,388,570,Koulukirjastokeskus,Lukemisen edistäminen,Lukemisen edistäminen,Pohjanmaa,Vaasan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/1541,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)","Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,maakunta	,Pohjanmaan
4000,617,900,Oppia ja iloa laitehankinnoilla,Laitehankinnat,Laitehankinnat,Keski-Suomi,Viitasaaren ja Pihtiputaan kirjastot,Länsi- ja Sisä-Suomi,Viitasaari,hankkeet.kirjastot.fi/node/825,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)","Lapset (alle 13 v.), Nuoret (13-19  v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,seutukunnat	,Pohjanmaan
60000,602,878,"Nyt hihat heilumaan! Laatutyön käytännön toteuttaminen työikäisten tietoteknisten taitojen ja koululaisten monilukutaidon edistämisessä Hämeenlinnan, Kouvolan ja Lahden maakuntakirjastoissa",Mediakasvatus,Mediakasvatus,Kanta-Häme,Hämeenlinnan kaupunginkirjasto - Hämeen maakuntakirjasto,Etelä-Suomi,Hämeenlinna,hankkeet.kirjastot.fi/node/2255,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Työikäinen väestö","Lapset (alle 13 v.), Nuoret (13-19  v.), Työikäinen väestö",ELY,suomenkielinen,1,valtakunnallinen	,Etelä-Suomen
5000,217,307,Karvakorvat kuulolla - koirat lasten lukemaan oppimisen tukena,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/736,2012,"Lapset (alle 13 v.), Tietty ammattiryhmä (esim. opettajat)","Lapset (alle 13 v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan ELY-keskus
5000,97,136,Elämää Nivalassa 2: kansanperinteen esittelyä kirjastossa,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pohjois-Pohjanmaa,Nivalan kaupunginkirjasto,Pohjois-Suomi,Nivala,hankkeet.kirjastot.fi/node/2140,2014,"Lapset (alle 13 v.), Tietty ammattiryhmä (esim. opettajat)","Lapset (alle 13 v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjois-Suomen
4500,13,16,Aakkoset kohtaavat,Lukemisen edistäminen,Lukemisen edistäminen,Pirkanmaa,Valkeakosken kaupunginkirjasto,Länsi- ja Sisä-Suomi,Valkeakoski,hankkeet.kirjastot.fi/node/727,2012,"Lapset (alle 13 v.), Tietty ammattiryhmä (esim. opettajat)","Lapset (alle 13 v.), Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,1,kunnat,Pohjanmaan
14000,862,1262,Vielä vinkkaa,Lukemisen edistäminen,Lukemisen edistäminen,Kainuu,Kajaanin kaupunginkirjasto - Kainuun maakuntakirjasto,Pohjois-Suomi,Kajaani,hankkeet.kirjastot.fi/node/2150,2014,"Lapset (alle 13 v.), Tietty ammattiryhmä (esim. opettajat), Kirjaston henkilökunta","Lapset (alle 13 v.), Tietty ammattiryhmä (esim. opettajat), Kirjaston henkilökunta",ELY,suomenkielinen,1,maakunta	,Pohjois-Suomen
6000,480,704,Lukuintoa kaarinalaisten lasten ja nuorten vanhemmille,Lukemisen edistäminen,Lukemisen edistäminen,Varsinais-Suomi,Kaarinan kaupunginkirjasto,Lounais-Suomi,Kaarina,hankkeet.kirjastot.fi/node/1806,2014,Lapsiperheet,Lapsiperheet,ELY,suomenkielinen,1,kunnat,Lounais-Suomen
2500,449,657,Lohtajan kirjasto taaperoiden omaksi,Palvelujen kehittäminen,Palvelujen kehittäminen,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/1074,2013,Lapsiperheet,Lapsiperheet,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
0,302,435,Kirjastoilta lapsiperheille kerran kuussa,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/959,2013,Lapsiperheet,Lapsiperheet,ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Uudenmaan
6000,845,1240,Vanhemmat lukemaan lapsille,Lukemisen edistäminen,Lukemisen edistäminen,Uusimaa,Mäntsälän kirjasto,Etelä-Suomi,Mäntsälä,hankkeet.kirjastot.fi/node/608,2012,Lapsiperheet,Lapsiperheet,ELY,suomenkielinen,1,seutukunnat	,Uudenmaan ELY-keskus
4000,240,343,Kimmokkeita kirjastosta,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Etelä-Savo,Mikkelin kaupunginkirjasto - Etelä-Savon maakuntakirjasto,Itä-Suomi,Mikkeli,hankkeet.kirjastot.fi/node/647,2012,Lapsiperheet,Lapsiperheet,ELY,suomenkielinen,1,kunnat,Pohjois-Savon
2000,541,794,Minulle luetaan kirjoja,Lukemisen edistäminen,Lukemisen edistäminen,Varsinais-Suomi,Tarvasjoen kirjasto,Lounais-Suomi,Tarvasjoki,hankkeet.kirjastot.fi/node/1981,2014,Lapsiperheet,Lapsiperheet,ELY,suomenkielinen,1,kunnat,Lounais-Suomen
900,713,1045,Satuilemaan kirjastoon,Lukemisen edistäminen,Lukemisen edistäminen,Keski-Suomi,Toivakan kunnankirjasto,Länsi- ja Sisä-Suomi,Toivakka,hankkeet.kirjastot.fi/node/712,2012,Lapsiperheet,Lapsiperheet,ELY,suomenkielinen,1,kunnat,Pohjanmaan
0,305,438,KirjastoKino / BioBibban,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pohjanmaa,Vaasan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/789,2012,Lapsiperheet,Lapsiperheet,ELY,suomenkielinen,1,maakunta	,Pohjanmaan
6000,527,776,Mediat auki,Mediakasvatus,Mediakasvatus,Uusimaa,Espoon kaupunginkirjasto. Sellon toimipiste,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/2003,2014,"Lapsiperheet, Lapset (alle 13 v.)","Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Etelä-Suomen
3900,365,527,Koiranvirassa kovissa kansissa,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Etelä-Karjala,Imatran kaupunginkirjasto,Etelä-Suomi,Imatra,hankkeet.kirjastot.fi/node/548,2012,"Lapsiperheet, Lapset (alle 13 v.)","Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,1,seutukunnat	,Uudenmaan ELY-keskus
950,510,751,Majava laajentaa reviiriään,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Satakunta,Kankaanpään kaupunginkirjasto,Lounais-Suomi,Kankaanpää,hankkeet.kirjastot.fi/node/708,2012,"Lapsiperheet, Lapset (alle 13 v.)","Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
4000,715,1047,Satupiiri,Lukemisen edistäminen,Lukemisen edistäminen,Lappi,Kolarin kunnankirjasto,Lappi,Kolari,hankkeet.kirjastot.fi/node/98,2011,"Lapsiperheet, Lapset (alle 13 v.)","Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,1,kunnat,Lapin
2000,716,1049,Satusalkut kirjastossa,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Etelä-Pohjanmaa,Kurikan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kurikka,hankkeet.kirjastot.fi/node/1152,2013,"Lapsiperheet, Lapset (alle 13 v.)","Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,1,kunnat,Pohjanmaan
2000,591,866,Nukketeatteriin!,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Etelä-Pohjanmaa,Kurikan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kurikka,hankkeet.kirjastot.fi/node/1301,2013,"Lapsiperheet, Lapset (alle 13 v.)","Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,1,kunnat,Pohjanmaan
2000,768,1127,Tarinoita taaperoille ja tenaville,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Pirkanmaa,Mänttä-Vilppulan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Mänttä-Vilppula,hankkeet.kirjastot.fi/node/1929,2014,"Lapsiperheet, Lapset (alle 13 v.)","Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Länsi- ja Sisä-Suomen
9000,259,367,Kirjallisuus tutuksi lastenteatterin avulla,Henkilöstön osaaminen,Henkilöstön osaaminen,Satakunta,Porin kaupunginkirjasto - Satakunnan maakuntakirjasto,Lounais-Suomi,Pori,hankkeet.kirjastot.fi/node/1539,2013,"Lapsiperheet, Lapset (alle 13 v.)","Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,1,kunnat,Varsinais-Suomen
3500,712,1043,Satu kuuluu kaikille!,Lukemisen edistäminen,Lukemisen edistäminen,Varsinais-Suomi,Raision kaupunginkirjasto,Lounais-Suomi,Raisio,hankkeet.kirjastot.fi/node/2317,2014,"Lapsiperheet, Lapset (alle 13 v.)","Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,1,kunnat,Lounais-Suomen
3000,718,1053,Satusynttärit,Oppimisympäristö ja yhteisöllisyys,Oppimisympäristö ja yhteisöllisyys,Kanta-Häme,Riihimäen kaupunginkirjasto,Etelä-Suomi,Riihimäki,hankkeet.kirjastot.fi/node/2217,2014,"Lapsiperheet, Lapset (alle 13 v.)","Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,1,kunnat,Etelä-Suomen
8000,300,431,Kirjastoauton kulttuurikuukausi,Lukemisen edistäminen,Lukemisen edistäminen,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/1007,2013,"Lapsiperheet, Lapset (alle 13 v.)","Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,1,kunnan- tai kaupunginosat	,Pohjanmaan
