id2,id,hanke_name,Lookup_Teema,Lookup_Maakunta,Toteuttaja,Lookup_Aluehallintovirasto,Kunta,link,Lookup_Vuosi,Kohderyhma,Lookup_Hanketyyppi,Lookup_Kieli,Lookup_Vaikutusalue,amount,lkm
457,669,Luen ja tuotan itse,Lukemisen edistäminen,Uusimaa,Myrskylän kirjasto,Etelä-Suomi,Myrskylä,hankkeet.kirjastot.fi/node/1736,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,3000,1
458,670,Luen sinulle runon,Oppimisympäristö ja yhteisöllisyys,Kymenlaakso,Kouvolan kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Kouvola,hankkeet.kirjastot.fi/node/395,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,2000,1
459,671,Luetaan ja rupatellaan,Lukemisen edistäminen,Pohjois-Karjala,Rääkkylän kirjasto,Itä-Suomi,Rääkkylä,hankkeet.kirjastot.fi/node/449,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,1000,1
460,672,Lukeminen N.Y.T.!,Mediakasvatus,Uusimaa,Vantaan kirjasto- ja tietopalvelut,Etelä-Suomi,Vantaa,hankkeet.kirjastot.fi/node/1165,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,65000,1
461,673,Lukeminen on siistiä - lukukilpailu alakoululaisille,Lukemisen edistäminen,Pohjois-Savo,Siilinjärven kunnankirjasto,Itä-Suomi,Siilinjärvi,hankkeet.kirjastot.fi/node/279,2012,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,2000,1
462,674,Lukeminen tekee hyvää,Lukemisen edistäminen,Uusimaa,Espoon kaupunginkirjasto - Tapiolan kirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/1188,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,valtakunnallinen	,15000,1
463,676,Lukemisen edistäminen/mediakasvatus,Lukemisen edistäminen,Pohjois-Savo,Rautalammin kunnankirjasto,Itä-Suomi,Rautalampi,hankkeet.kirjastot.fi/node/1891,2014,"Kirjaston asiakkaat, Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,1500,1
464,678,Lukeva ihminen ei koskaan ole yksin,Lukemisen edistäminen,Etelä-Pohjanmaa,Kauhavan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kauhava,hankkeet.kirjastot.fi/node/1949,2014,"Kirjaston asiakkaat, Ikääntyneet, Lapset (alle 13 v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,3000,1
465,680,Lukijat kohtaavat kirjailijan,Lukemisen edistäminen,Lappi,Kolarin kunnankirjasto,Lappi,Kolari,hankkeet.kirjastot.fi/node/760,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,8000,1
466,681,Lukiolaisen käsikirjasto : Tiedonhaku- ja tiedonhallintataidot hanskaan,Mediakasvatus,Pohjois-Karjala,Ilomantsin kunnankirjasto,Itä-Suomi,Ilomantsi,hankkeet.kirjastot.fi/node/350,2012,"Nuoret (13-19  v.), Nuoret aikuiset (19.-29 v.)",ELY,suomenkielinen,kunnat,7000,1
467,683,Lukki-kirjastojen Elias-kirjailijat tietokannan täydentäminen,Verkkopalvelut,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/1422,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,10000,1
468,685,Lukki-kirjastojen henkilökunnan osaamisen kehittäminen muutosten keskellä,Henkilöstön osaaminen,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/452,2011,Kirjaston henkilökunta,ELY,suomenkielinen,maakunta	,20000,1
469,686,Lukki-kirjastojen kirjallinen joulukalenteri,Lukemisen edistäminen,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/1410,2013,Lapset (alle 13 v.),ELY,suomenkielinen,maakunta	,4000,1
470,687,Lukki-kirjastojen palvelut näkyville,Palvelujen kehittäminen,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/1498,2013,Kirjaston asiakkaat,ELY,suomenkielinen,maakunta	,8000,1
471,688,Lukki-kirjastojen uusi asiakasliittymä,Verkkopalvelut,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/679,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,seutukunnat	,0,1
472,690,Lukki-kirjastojen uusi asiakasliittymä,Verkkopalvelut,Uusimaa,Karkkilan kaupunginkirjasto,Etelä-Suomi,Karkkila,hankkeet.kirjastot.fi/node/1561,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,seutukunnat	,28000,1
473,692,Luku-Ukuli lentää jälleen!,Lukemisen edistäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/380,2012,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,3000,1
474,693,Luku-Ukulin lukuhuispaus,Lukemisen edistäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/1769,2014,Lapset (alle 13 v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,3000,1
475,694,Lukuelämyksiä kaikelle kansalle,Lukemisen edistäminen,Lappi,Sompion kirjasto,Lappi,Sodankylä,hankkeet.kirjastot.fi/node/102,2011,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,12200,1
476,695,Lukuharrastuksen edistäminen Honkajoella ja Siikaisissa,Lukemisen edistäminen,Satakunta,Honkajoen kunnankirjasto,Lounais-Suomi,Honkajoki,hankkeet.kirjastot.fi/node/241,2011,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,1900,1
477,697,Lukuinnostusta aikuisille,Lukemisen edistäminen,Pohjois-Pohjanmaa,Kalajoen kaupunginkirjasto,Pohjois-Suomi,Kalajoki,hankkeet.kirjastot.fi/node/1133,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,kunnat,2000,1
478,699,Lukuinto Ikaalisissa,Lukemisen edistäminen,Pirkanmaa,Ikaalisten kaupunginkirjasto,Länsi- ja Sisä-Suomi,Ikaalinen,hankkeet.kirjastot.fi/node/1883,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,7000,1
479,701,Lukuinto nousuun Kihniössä,Lukemisen edistäminen,Pirkanmaa,Kihniön kunnankirjasto,Länsi- ja Sisä-Suomi,Kihniö,hankkeet.kirjastot.fi/node/1419,2013,"Lapsiperheet, Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,2000,1
480,704,Lukuintoa kaarinalaisten lasten ja nuorten vanhemmille,Lukemisen edistäminen,Varsinais-Suomi,Kaarinan kaupunginkirjasto,Lounais-Suomi,Kaarina,hankkeet.kirjastot.fi/node/1806,2014,Lapsiperheet,ELY,suomenkielinen,kunnat,6000,1
481,705,Lukuintoa Lapissa,Mediakasvatus,Lappi,Rovaniemen kaupunginkirjasto - Lapin maakuntakirjasto,Lappi,Rovaniemi,hankkeet.kirjastot.fi/node/2389,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,maakunta	,55400,1
482,707,Lukuintoa lapsille - kirjavinkkausta alakoulujen 1-6 luokkalaisille,Lukemisen edistäminen,Etelä-Savo,Punkaharjun kirjasto,Itä-Suomi,Savonlinna,hankkeet.kirjastot.fi/node/255,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,maakunta	,800,1
483,709,Lukuintoa lapsille ja nuorille,Lukemisen edistäminen,Lappi,Muonion kunnankirjasto,Lappi,Muonio,hankkeet.kirjastot.fi/node/240,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,21500,1
484,711,Lukuintoa Taivalkoskelle,Lukemisen edistäminen,Pohjois-Pohjanmaa,Taivalkosken kunnankirjasto,Pohjois-Suomi,Taivalkoski,hankkeet.kirjastot.fi/node/1826,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,9000,1
485,713,Lukuintoa vertaisvinkkauksella ja kirjailijatapaamisilla,Lukemisen edistäminen,Kymenlaakso,Kotkan kaupunginkirjasto,Etelä-Suomi,Kotka,hankkeet.kirjastot.fi/node/2216,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,8000,1
486,714,Lukuintoa vinkkauksesta,Lukemisen edistäminen,Pirkanmaa,Parkanon kaupunginkirjasto,Länsi- ja Sisä-Suomi,Parkano,hankkeet.kirjastot.fi/node/1140,2013,"Lapsiperheet, Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,3000,1
487,717,Lukuintoa ylöjärveläisille lapsille ja nuorille,Lukemisen edistäminen,Pirkanmaa,Ylöjärven kaupunginkirjasto,Länsi- ja Sisä-Suomi,Ylöjärvi,hankkeet.kirjastot.fi/node/1742,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,4500,1
488,719,Lukuisia kerhoja Etelä-Pohjanmaalle,Lukemisen edistäminen,Etelä-Pohjanmaa,Seinäjoen kaupunginkirjasto-maakuntakirjasto,Länsi- ja Sisä-Suomi,Seinäjoki,hankkeet.kirjastot.fi/node/1557,2013,Lapset (alle 13 v.),ELY,suomenkielinen,valtakunnallinen	,50000,1
489,720,Lukukisa Isojoki vastaan Karijoki 2,Lukemisen edistäminen,Etelä-Pohjanmaa,Isojoen kunnankirjasto,Länsi- ja Sisä-Suomi,Isojoki,hankkeet.kirjastot.fi/node/1228,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
490,721,Lukulampun valossa -kampanja Rovaniemellä,Lukemisen edistäminen,Lappi,Rovaniemen kaupunginkirjasto - Lapin maakuntakirjasto,Lappi,Rovaniemi,hankkeet.kirjastot.fi/node/110,2011,"Kirjaston asiakkaat, Ikääntyneet",ELY,suomenkielinen,kunnat,4000,1
491,723,Lukupiiriin uutta potkua ,Lukemisen edistäminen,Satakunta,Pomarkun kunnankirjasto,Lounais-Suomi,Pomarkku,hankkeet.kirjastot.fi/node/2252,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,1500,1
492,724,Lukupiirit kohtaavat Kokkolassa,Lukemisen edistäminen,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/1922,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,1000,1
493,725,Lukusilta Ristijärveltä Paltamoon,Lukemisen edistäminen,Kainuu,Ristijärven kirjasto,Pohjois-Suomi,Ristijärvi,hankkeet.kirjastot.fi/node/2246,2014,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,kunnat,10000,1
494,727,Lukutaidolla selviytyjäksi : Tarina-kuvataidepaja -hanke,Lukemisen edistäminen,Lappi,Tornion kaupunginkirjasto,Lappi,Tornio,hankkeet.kirjastot.fi/node/1957,2014,"Lapset (alle 13 v.), Erityisryhmät",ELY,suomenkielinen,kunnan- tai kaupunginosat	,6000,1
495,729,Lukutaidon laajakaista,Lukemisen edistäminen,Päijät-Häme,Heinolan kaupunginkirjasto,Etelä-Suomi,Heinola,hankkeet.kirjastot.fi/node/977,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,4000,1
496,731,Lukutaitoa? Lukutaitoa!,Lukemisen edistäminen,Pohjois-Pohjanmaa,Haapaveden kirjasto,Pohjois-Suomi,Haapavesi,hankkeet.kirjastot.fi/node/2301,2014,"Naiset, Miehet, Kirjaston asiakkaat",ELY,suomenkielinen,kunnat,30000,1
497,734,Lukutoukasta kirjahaukaksi,Lukemisen edistäminen,Pohjois-Pohjanmaa,Tyrnävän kunnankirjasto,Pohjois-Suomi,Tyrnävä,hankkeet.kirjastot.fi/node/996,2013,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,1000,1
498,735,Lumottu niitty - draamalliset kulttuurikierrokset,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Vihdin kunnankirjasto,Etelä-Suomi,Vihti,hankkeet.kirjastot.fi/node/2348,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
499,736,Luonnonkirjaa lukemassa,Lukemisen edistäminen,Pohjois-Pohjanmaa,Pyhäjoen kunnankirjasto,Pohjois-Suomi,Pyhäjoki,hankkeet.kirjastot.fi/node/433,2012,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,2600,1
500,737,Luontokuvalainaamo Kuusamon kirjastoon,Oppimisympäristö ja yhteisöllisyys,Pohjois-Pohjanmaa,Kuusamon kaupunginkirjasto,Pohjois-Suomi,Kuusamo,hankkeet.kirjastot.fi/node/924,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,kunnat,0,1
501,739,Luumäen kyläkoulujen oppilaiden lukuharrastuksen edistäminen,Lukemisen edistäminen,Etelä-Karjala,Luumäen kunnankirjasto,Etelä-Suomi,Luumäki,hankkeet.kirjastot.fi/node/565,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,2000,1
502,741,Luvia lukemaan! kaikenikäisten lukemaan innostaminen,Lukemisen edistäminen,Satakunta,Luvian kunnankirjasto,Lounais-Suomi,Luvia,hankkeet.kirjastot.fi/node/1153,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,2500,1
503,742,Maahanmuuttajat kirjaston ja taiteen käyttäjinä ja kuluttajina,Palvelujen kehittäminen,Etelä-Pohjanmaa,Lapuan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Lapua,hankkeet.kirjastot.fi/node/1397,2013,Maahanmuuttajat,ELY,suomenkielinen,kunnat,3000,1
504,743,Maahanmuuttajat lukemaan!,Lukemisen edistäminen,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/1012,2013,Maahanmuuttajat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,18000,1
505,744,"Maahiset, metsänpeitto ja mytologia : suomalaista fantasiaa",Lukemisen edistäminen,Pohjois-Savo,Siilinjärven kunnankirjasto,Itä-Suomi,Siilinjärvi,hankkeet.kirjastot.fi/node/1792,2014,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,3000,1
506,745,Maailma lähikirjastossa,Oppimisympäristö ja yhteisöllisyys,Pohjois-Karjala,Joensuun seutukirjasto - Pohjois-Karjalan maakuntakirjasto,Itä-Suomi,Joensuu,hankkeet.kirjastot.fi/node/1980,2014,"Maahanmuuttajat, Kirjaston asiakkaat",ELY,suomenkielinen,seutukunnat	,17000,1
507,747,"Maailma on...tietoja, taitoja ja ajatuksia",Oppimisympäristö ja yhteisöllisyys,Kanta-Häme,Riihimäen kaupunginkirjasto,Etelä-Suomi,Riihimäki,hankkeet.kirjastot.fi/node/1454,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,5000,1
508,748,Maailmaa ristiin rastiin: tapahtumasarja Espoon aluekirjastoissa,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Espoon kaupunginkirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/1103,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,0,1
509,749,Maailmaa ymmärtääkseen on tunnettava sen ilmiöitä,Oppimisympäristö ja yhteisöllisyys,Pohjanmaa,Vaasan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/814,2012,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,maakunta	,8000,1
510,751,Majava laajentaa reviiriään,Oppimisympäristö ja yhteisöllisyys,Satakunta,Kankaanpään kaupunginkirjasto,Lounais-Suomi,Kankaanpää,hankkeet.kirjastot.fi/node/708,2012,"Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,kunnat,950,1
511,753,"Manga, fantasia ja muut genret",Lukemisen edistäminen,Etelä-Pohjanmaa,Kurikan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kurikka,hankkeet.kirjastot.fi/node/1380,2013,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,5000,1
512,754,Mäntsälän kirjaston aineistot esille ja asukkaille tutuiksi,Kokoelmat,Uusimaa,Mäntsälän kirjasto,Etelä-Suomi,Mäntsälä,hankkeet.kirjastot.fi/node/681,2012,"Kirjaston asiakkaat, Sidosryhmät, Kirjaston henkilökunta",ELY,suomenkielinen,seutukunnat	,0,1
513,757,Marc21 tutuksi.,Verkkopalvelut,Etelä-Pohjanmaa,"Alajärven kaupunki/Alajärven kaupunginkirjasto/YTY -kirjastot (Alajärvi	 pääkirjasto ja Lehtimäen toimipiste, Evijärvi, Lappajärvi, Perho, Soini, Veteli ja Vimpeli)",Länsi- ja Sisä-Suomi,Alajärvi,hankkeet.kirjastot.fi/node/626,2012,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,0,1
514,758,"Matelin maisemissa, Simanan sisikunnassa, laulajan lakin päällä. Jatkohanke vuosille 2012-2013",Digitointi,Pohjois-Karjala,Ilomantsin kunnankirjasto,Itä-Suomi,Ilomantsi,hankkeet.kirjastot.fi/node/357,2012,"Kirjaston henkilökunta, Sidosryhmät",ELY,suomenkielinen,maakunta	,8000,1
515,759,Matkalla - kirjoja eri maista ja kulttuureista,Lukemisen edistäminen,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/529,2012,Lapset (alle 13 v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,3000,1
516,760,Matkalla myllylle: sadunkerrontaa kirjateatterin keinoin Itä-Suomen kirjastoihin,Lukemisen edistäminen,Etelä-Savo,"Toenperän kirjasto, Juvan kirjasto",Itä-Suomi,Juva,hankkeet.kirjastot.fi/node/2404,2014,"Lapset (alle 13 v.), Ikääntyneet",ELY,suomenkielinen,ylimaakunnallinen	,3000,1
517,762,Matkoja maailmassa,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Espoon kaupunginkirjasto - Entressen kirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/1004,2013,Ikääntyneet,ELY,suomenkielinen,kunnat,4000,1
518,763,Mediakasvatuksen ja kirjastonkäytön opetuksen laitteet ajan tasalle,Laitehankinnat,Pirkanmaa,Akaan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Akaa,hankkeet.kirjastot.fi/node/2167,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,2500,1
519,764,Mediakasvatuksen ja kirjastonkäytön opetuksen tueksi tarvittavat laitteet,Laitehankinnat,Uusimaa,Myrskylän kirjasto,Etelä-Suomi,Myrskylä,hankkeet.kirjastot.fi/node/163,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,2000,1
520,765,Mediakasvatuksen opetuspaketit kohderyhmille,Mediakasvatus,Päijät-Häme,Lahden kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Lahti,hankkeet.kirjastot.fi/node/1330,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta",ELY,suomenkielinen,seutukunnat	,0,1
521,768,Mediakasvatus Keski-Pohjanmaan kirjastoissa,Mediakasvatus,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/1923,2014,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,2500,1
522,770,Mediakasvatusta vauvasta vaariin,Laitehankinnat,Pirkanmaa,Parkanon kaupunginkirjasto,Länsi- ja Sisä-Suomi,Parkano,hankkeet.kirjastot.fi/node/562,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,7000,1
523,771,Mediakasvatusta yläasteikäisille,Mediakasvatus,Etelä-Pohjanmaa,"Alajärven kaupunki/YTY -kirjastot: Alajärvi (sisältää Lehtimäen), Evijärvi, Lappajärvi, Perho, Soini, Veteli ja Vimpeli",Länsi- ja Sisä-Suomi,Alajärvi,hankkeet.kirjastot.fi/node/2097,2014,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,18000,1
524,772,"Medialukutaidon pelipakki, jatkohanke",Mediakasvatus,Uusimaa,Vantaan kirjasto- ja tietopalvelut,Etelä-Suomi,Vantaa,hankkeet.kirjastot.fi/node/768,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
525,773,"Medialukutaito, informaatiolukutaito, ympäristölukutaito, verkkolukutaito...",Mediakasvatus,Pohjois-Pohjanmaa,Raahen kaupunginkirjasto,Pohjois-Suomi,Raahe,hankkeet.kirjastot.fi/node/1112,2013,"Kirjaston henkilökunta, Tietty ammattiryhmä (esim. opettajat)",ELY,suomenkielinen,valtakunnallinen	,0,1
526,774,Median polulla Hattulassa,Mediakasvatus,Kanta-Häme,Hattulan kunnankirjasto,Etelä-Suomi,Hattula,hankkeet.kirjastot.fi/node/1146,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,2400,1
527,776,Mediat auki,Mediakasvatus,Uusimaa,Espoon kaupunginkirjasto. Sellon toimipiste,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/2003,2014,"Lapsiperheet, Lapset (alle 13 v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,6000,1
528,778,mediefostran,Mediakasvatus,Pohjanmaa,Stadsbiblioteket i Kristinestad,Länsi- ja Sisä-Suomi,Kristiinankaupunki,hankkeet.kirjastot.fi/node/929,2013,Kirjaston asiakkaat,ELY,ruotsinkielinen,kunnat,10000,1
529,779,Medieplan för Blankabiblioteken,Kokoelmat,Varsinais-Suomi,Pargas stadsbibliotek / Blankabiblioteken,Lounais-Suomi,Parainen,hankkeet.kirjastot.fi/node/2008,2014,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,ruotsinkielinen,kunnat,10000,1
530,781,Meidän yhteinen kirjasto : Lapin yhteinen kirjasto - projektin jatkohanke,Verkkopalvelut,Lappi,Rovaniemen kaupunginkirjasto - Lapin maakuntakirjasto,Lappi,Rovaniemi,hankkeet.kirjastot.fi/node/2380,2014,Kirjaston henkilökunta,ELY,suomenkielinen,maakunta	,49400,1
531,782,Meillekin oma tila kirjastosta,Tilasuunnittelu,Lappi,Kolarin kunnankirjasto,Lappi,Kolari,hankkeet.kirjastot.fi/node/2415,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,0,1
532,784,Melli - Mediakasvatusta Loimaan loistaville ipanoille,Mediakasvatus,Varsinais-Suomi,Loimaan kaupunginkirjasto,Lounais-Suomi,Loimaa,hankkeet.kirjastot.fi/node/1571,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,4700,1
533,786,Mennyt maailma matkalaukussa,Lukemisen edistäminen,Varsinais-Suomi,Kaarinan kaupunginkirjasto,Lounais-Suomi,Kaarina,hankkeet.kirjastot.fi/node/1862,2014,Ikääntyneet,ELY,suomenkielinen,kunnat,2000,1
534,787,Mereltä tuntureille - Pohjois-Pohjanmaan aluetiedon löytyvyyden parantaminen verkkotiedonhauissa,Verkkopalvelut,Pohjois-Pohjanmaa,Kuusamon kaupunginkirjasto,Pohjois-Suomi,Kuusamo,hankkeet.kirjastot.fi/node/1098,2013,Kirjaston asiakkaat,ELY,suomenkielinen,maakunta	,40000,1
535,788,Mikä kirjasto? ,Mediakasvatus,Pohjois-Karjala,Valtimon kunnankirjasto,Itä-Suomi,Valtimo,hankkeet.kirjastot.fi/node/2318,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,3000,1
536,789,"Mikä runo, kuka kirjailija?",Lukemisen edistäminen,Pohjois-Pohjanmaa,Haapajärven kirjasto,Pohjois-Suomi,Haapajärvi,hankkeet.kirjastot.fi/node/2156,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,4000,1
537,790,Mikkelin kaupunginkirjaston kokoelmapolitiikka,Kokoelmat,Etelä-Savo,Mikkelin kaupunginkirjasto - Etelä-Savon maakuntakirjasto,Itä-Suomi,Mikkeli,hankkeet.kirjastot.fi/node/644,2012,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,8600,1
538,791,Minna Canth -arkistoaineiston digitointi,Digitointi,Pohjois-Savo,Kuopion kaupunginkirjasto - Pohjois-Savon maakuntakirjasto,Itä-Suomi,Kuopio,hankkeet.kirjastot.fi/node/265,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kansainvälinen	,50000,1
539,792,Minnan salonki -sivuston täydentäminen,Verkkopalvelut,Pohjois-Savo,Kuopion kaupunginkirjasto - Pohjois-Savon maakuntakirjasto,Itä-Suomi,Kuopio,hankkeet.kirjastot.fi/node/1952,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kansainvälinen	,18000,1
540,793,Minne menet kirjaston neuvontapalvelu?,Palvelujen kehittäminen,Keski-Pohjanmaa,Kokkolan kaupunginkirjasto - maakuntakirjasto,Länsi- ja Sisä-Suomi,Kokkola,hankkeet.kirjastot.fi/node/437,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,4000,1
541,794,Minulle luetaan kirjoja,Lukemisen edistäminen,Varsinais-Suomi,Tarvasjoen kirjasto,Lounais-Suomi,Tarvasjoki,hankkeet.kirjastot.fi/node/1981,2014,Lapsiperheet,ELY,suomenkielinen,kunnat,2000,1
542,795,Minun tarinani,Mediakasvatus,Etelä-Pohjanmaa,Seinäjoen kaupunginkirjasto-maakuntakirjasto,Länsi- ja Sisä-Suomi,Seinäjoki,hankkeet.kirjastot.fi/node/752,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.), Erityisryhmät, Muu",ELY,suomenkielinen,kunnat,8000,1
543,799,Minustakin Nettimonsteri!,Mediakasvatus,Uusimaa,Espoon kaupunginkirjasto  / Entressen kirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/1842,2014,Lapset (alle 13 v.),ELY,suomenkielinen,kunnan- tai kaupunginosat	,12000,1
544,800,Missiona lukevat lapset,Lukemisen edistäminen,Päijät-Häme,Heinolan kaupunginkirjasto,Etelä-Suomi,Heinola,hankkeet.kirjastot.fi/node/254,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,5500,1
545,802,Mistä löytyy eläinkirjoja?,Kokoelmat,Pohjois-Pohjanmaa,Haapajärven kirjasto,Pohjois-Suomi,Haapajärvi,hankkeet.kirjastot.fi/node/2027,2014,Lapset (alle 13 v.),ELY,suomenkielinen,maakunta	,37000,1
546,803,Mistä noita kirjoja oikein tippuu?,Lukemisen edistäminen,Pohjois-Karjala,Valtimon kunnankirjasto,Itä-Suomi,Valtimo,hankkeet.kirjastot.fi/node/617,2011,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,2200,1
