id2,id,hanke_name,Lookup_Teema,Lookup_Maakunta,Toteuttaja,Lookup_Aluehallintovirasto,Kunta,link,Lookup_Vuosi,Kohderyhma,Lookup_Hanketyyppi,Lookup_Kieli,Lookup_Vaikutusalue,amount,lkm
789,1154,Tiedotusta ja tekniikkaa tehokkaasti,Laitehankinnat,Etelä-Pohjanmaa,Alavuden kaupunginkirjasto,Länsi- ja Sisä-Suomi,Alavus,hankkeet.kirjastot.fi/node/1526,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,6000,1
790,1155,Tiekkö-kirjastojen kokoelmien hallinta,Palvelujen kehittäminen,Pohjois-Pohjanmaa,Kalajoen kaupunginkirjasto,Pohjois-Suomi,Kalajoki,hankkeet.kirjastot.fi/node/370,2012,"Nuoret (13-19  v.), Kirjaston henkilökunta",ELY,suomenkielinen,kunnat,30000,1
791,1157,Tiekkö-kirjastojen uusi palvelukulttuuri - suunnitelma Tiekön toiminnan kehittämiseksi. ,Strateginen kehittäminen,Pohjois-Pohjanmaa,Nivalan kaupunginkirjasto / Tiekkö-kirjastot,Pohjois-Suomi,Nivala,hankkeet.kirjastot.fi/node/2135,2014,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,kunnat,26000,1
792,1159,Tienviittoja kirjastoon,Tilasuunnittelu,Pohjois-Pohjanmaa,Ylivieskan kaupunginkirjasto,Pohjois-Suomi,Ylivieska,hankkeet.kirjastot.fi/node/1474,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,2000,1
793,1160,Tieteen lukutaidon edistäminen,Mediakasvatus,Varsinais-Suomi,Turun kaupunginkirjasto,Lounais-Suomi,Turku,hankkeet.kirjastot.fi/node/2193,2014,Kirjaston henkilökunta,ELY,suomenkielinen,valtakunnallinen	,0,1
794,1161,Tieto ja tarinat näkyviin,Laitehankinnat,Pohjois-Pohjanmaa,Kempeleen kirjasto,Pohjois-Suomi,Kempele,hankkeet.kirjastot.fi/node/1831,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,5000,1
795,1163,Tietoa ja tabletteja maasedulle,Laitehankinnat,Keski-Suomi,Luhangan kunnankirjasto,Länsi- ja Sisä-Suomi,Luhanka,hankkeet.kirjastot.fi/node/2225,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,1400,1
796,1164,"Tietoa, elämyksiä ja taitoa pelaamalla",Mediakasvatus,Varsinais-Suomi,Turun kaupunginkirjasto,Lounais-Suomi,Turku,hankkeet.kirjastot.fi/node/1954,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,maakunta	,10000,1
797,1165,Tietokoulu,Mediakasvatus,Uusimaa,Hangon kaupunginkirjasto - Hangö stadsbibliotek,Etelä-Suomi,Hanko,hankkeet.kirjastot.fi/node/867,2012,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,40000,1
798,1166,Tietorysä,Laitehankinnat,Pohjanmaa,Kaskisten kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kaskinen,hankkeet.kirjastot.fi/node/2395,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,900,1
799,1167,Tietotekniikkaa senioreille,Mediakasvatus,Päijät-Häme,Heinolan kaupunginkirjasto,Etelä-Suomi,Heinola,hankkeet.kirjastot.fi/node/2102,2014,Ikääntyneet,ELY,suomenkielinen,kunnat,14000,1
800,1168,Tiimistä voimaa,Henkilöstön osaaminen,Satakunta,Porin kaupunginkirjasto - Satakunnan maakuntakirjasto,Lounais-Suomi,Pori,hankkeet.kirjastot.fi/node/719,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,0,1
801,1170,Tilaa koulunuorille ja valoa lapsiperheille,Oppimisympäristö ja yhteisöllisyys,Päijät-Häme,Asikkalan kirjasto,Etelä-Suomi,Asikkala,hankkeet.kirjastot.fi/node/2344,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,6000,1
802,1172,Tilaa tarinoille! ,Lukemisen edistäminen,Kainuu,Paltamon kunnankirjasto,Pohjois-Suomi,Paltamo,hankkeet.kirjastot.fi/node/315,2012,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,8000,1
803,1174,Tilat jakoon: asiakkaat tapahtumien järjestäjänä,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Helsingin kaupunginkirjasto,Etelä-Suomi,Helsinki,hankkeet.kirjastot.fi/node/1998,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,20000,1
804,1175,Tilat syyniin,Tilasuunnittelu,Etelä-Savo,Mikkelin kaupunginkirjasto - Etelä-Savon maakuntakirjasto,Itä-Suomi,Mikkeli,hankkeet.kirjastot.fi/node/1279,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,ylimaakunnallinen	,10000,1
805,1177,Toiveita tuuttiin!  - Asiakaskysely lapsille ja nuorille,Palvelujen kehittäminen,Uusimaa,Hyvinkään kaupunginkirjasto,Etelä-Suomi,Hyvinkää,hankkeet.kirjastot.fi/node/975,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,5000,1
806,1179,Tornionlaakson kirjastoautoon uutta teknologiaa,Laitehankinnat,Lappi,Tornionlaakson kirjasto,Lappi,Ylitornio,hankkeet.kirjastot.fi/node/845,2012,Kirjaston asiakkaat,ELY,suomenkielinen,seutukunnat	,5000,1
807,1180,TOSI SIISTII - NUORISO-OHJAAJA LAPPEENRANNAN MAAKUNTAKIRJASTOON ,Palvelujen kehittäminen,Etelä-Karjala,Lappeenrannan maakuntakirjasto,Etelä-Suomi,Lappeenranta,hankkeet.kirjastot.fi/node/1264,2013,Nuoret (13-19  v.),ELY,suomenkielinen,kunnat,50000,1
808,1181,Tove Jansson - yli rajojen,Lukemisen edistäminen,Varsinais-Suomi,Mynämäen kunnankirjasto,Lounais-Suomi,Mynämäki,hankkeet.kirjastot.fi/node/2080,2014,"Lapset (alle 13 v.), Nuoret (13-19  v.), Kirjaston henkilökunta",ELY,suomenkielinen,kansainvälinen	,6500,1
809,1184,Tulevaisuuden kirjastoauto lapsille - iloa ja elämyksiä uudenlaisilla innovaatioilla,Palvelujen kehittäminen,Uusimaa,Espoon kaupunginkirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/587,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,5000,1
810,1185,Tunne kirjasto,Palvelujen kehittäminen,Pirkanmaa,Sastamalan kaupunginkirjasto,Länsi- ja Sisä-Suomi,Sastamala,hankkeet.kirjastot.fi/node/1235,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,kunnat,4000,1
811,1187,Tutustu tekijään ,Lukemisen edistäminen,Uusimaa,Vihdin kunnankirjasto,Etelä-Suomi,Vihti,hankkeet.kirjastot.fi/node/2336,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,14000,1
812,1188,Tuunataan yhdessä kyläkirjasto,Palvelujen kehittäminen,Varsinais-Suomi,Mynämäen kunnankirjasto,Lounais-Suomi,Mynämäki,hankkeet.kirjastot.fi/node/1210,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,6000,1
813,1189,Tuutikki - tuu tiedontielle kirjastoon,Lukemisen edistäminen,Kainuu,Vaalan kirjasto,Pohjois-Suomi,Vaala,hankkeet.kirjastot.fi/node/1065,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnat,17000,1
814,1191,Työkaluja kirjaston laatutyöhön,Henkilöstön osaaminen,Lappi,Sallan kunnankirjasto,Lappi,Salla,hankkeet.kirjastot.fi/node/1495,2013,Kirjaston henkilökunta,ELY,suomenkielinen,kunnat,1306,1
815,1192,Uinuvasta sivukirjastosta aktiiviseksi kuntalaisten kohtaamispaikaksi,Oppimisympäristö ja yhteisöllisyys,Uusimaa,Askolan kunnankirjasto / Monninkylän kirjasto,Etelä-Suomi,Askola,hankkeet.kirjastot.fi/node/1377,2013,"Lapset (alle 13 v.), Kirjaston asiakkaat",ELY,suomenkielinen,kunnan- tai kaupunginosat	,12000,1
816,1194,Upprustning av filialbibliotek,Laitehankinnat,Varsinais-Suomi,Pargas stadsbibliotek / Iniö och Utö bibliotek,Lounais-Suomi,Parainen,hankkeet.kirjastot.fi/node/2043,2014,Kirjaston ei-käyttäjät,ELY,ruotsinkielinen,kunnan- tai kaupunginosat	,1000,1
817,1195,Useammat nettiin,Laitehankinnat,Etelä-Savo,Enonkosken kunnankirjasto,Itä-Suomi,Enonkoski,hankkeet.kirjastot.fi/node/1633,2013,"Kirjaston asiakkaat, Erityisryhmät",ELY,suomenkielinen,kunnat,1500,1
818,1197,Uskallatko lukea?,Lukemisen edistäminen,Etelä-Pohjanmaa,Teuvan kunnankirjasto,Länsi- ja Sisä-Suomi,Teuva,hankkeet.kirjastot.fi/node/2031,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,2500,1
819,1198,Utveckling av Blanka-nätverket 2012-2013,Verkkopalvelut,Varsinais-Suomi,Pargas stadsbibliotek,Lounais-Suomi,Parainen,hankkeet.kirjastot.fi/node/696,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,ruotsinkielinen,maakunta	,13000,1
821,1202,Utveckling av Blankanätverket 2014-2015,Verkkopalvelut,Varsinais-Suomi,Pargas stadsbibliotek / Blankabiblioteken,Lounais-Suomi,Parainen,hankkeet.kirjastot.fi/node/2047,2014,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,ruotsinkielinen,seutukunnat	,20000,1
822,1204,Utveckling av Fredrika-nätverket 2012-2013,Palvelujen kehittäminen,Pohjanmaa,Larsmo kommunbibliotek,Länsi- ja Sisä-Suomi,Luoto,hankkeet.kirjastot.fi/node/522,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,ruotsinkielinen,maakunta	,60000,1
823,1206,Utveckling av Fredrika-nätverket 2013-2014,Verkkopalvelut,Pohjanmaa,Stadsbiblioteket i Jakobstad / Fredrikabiblioteken,Länsi- ja Sisä-Suomi,Pietarsaari,hankkeet.kirjastot.fi/node/1123,2013,"Kirjaston henkilökunta, Kirjaston asiakkaat",ELY,ruotsinkielinen,seutukunnat	,50000,1
824,1208,Utveckling av Fredrika-nätverket 2014-2015,Verkkopalvelut,Pohjanmaa,Stadsbiblioteket i Jakobstad / Fredrikabiblioteken,Länsi- ja Sisä-Suomi,Pietarsaari,hankkeet.kirjastot.fi/node/2074,2014,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,ruotsinkielinen,seutukunnat	,40000,1
825,1210,Utveckling av Lukas-bibliotekens webbtjänster och bibliotekssystem,Verkkopalvelut,Uusimaa,Raseborgs stadsbibliotek,Etelä-Suomi,Raasepori,hankkeet.kirjastot.fi/node/1020,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,ruotsinkielinen,seutukunnat	,0,1
826,1212,Uuden kirjastoauton tarpeet Nurmeksessa,Palvelujen kehittäminen,Pohjois-Karjala,Nurmeksen kaupunginkirjasto,Itä-Suomi,Nurmes,hankkeet.kirjastot.fi/node/2419,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,4800,1
827,1213,Uuden kirjaston konsepti,Tilasuunnittelu,Pohjois-Pohjanmaa,Kalajoen kaupunginkirjasto,Pohjois-Suomi,Kalajoki,hankkeet.kirjastot.fi/node/2184,2014,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,kunnat,20000,1
828,1215,Uuden kirjastotilan suunnittelu,Tilasuunnittelu,Etelä-Savo,Kangasniemen kunnankirjasto,Itä-Suomi,Kangasniemi,hankkeet.kirjastot.fi/node/995,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
829,1216,Uudenmaan kirjastojen yhteistyö,Strateginen kehittäminen,Uusimaa,Porvoon kaupunginkirjasto - Uudenmaan maakuntakirjasto,Etelä-Suomi,Porvoo,hankkeet.kirjastot.fi/node/2079,2014,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,45000,1
830,1218,Uudet viestintämenetelmät vauhdittamaan palvelujen käyttöä   ,Palvelujen kehittäminen,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/1015,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,kunnan- tai kaupunginosat	,12000,1
831,1220,Uusi kirjastokonsepti Tampereen yliopistolliseen sairaalaan ,Palvelujen kehittäminen,Pirkanmaa,Tampereen kaupunginkirjasto - Pirkanmaan maakuntakirjasto,Länsi- ja Sisä-Suomi,Tampere,hankkeet.kirjastot.fi/node/405,2012,Erityisryhmät,ELY,suomenkielinen,maakunta	,45000,1
832,1221,Uusi talo - uusi ilme,Palvelujen kehittäminen,Etelä-Savo,Savonlinnan kaupunginkirjasto,Itä-Suomi,Savonlinna,hankkeet.kirjastot.fi/node/1100,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,seutukunnat	,11000,1
833,1223,Uusi tekniikka ja osaaminen vievät tiedon poluille,Laitehankinnat,Lappi,Kemin kaupunginkirjasto,Lappi,Kemi,hankkeet.kirjastot.fi/node/1456,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,kunnan- tai kaupunginosat	,0,1
834,1225,Uusi verkkokirjasto tehokäyttöön,Verkkopalvelut,Lappi,Kemijärven kaupunginkirjasto,Lappi,Kemijärvi,hankkeet.kirjastot.fi/node/2016,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
835,1226,Uusia asiakkaita uuteen kirjastoon,Palvelujen kehittäminen,Keski-Pohjanmaa,Toholammin kunnankirjasto,Länsi- ja Sisä-Suomi,Toholampi,hankkeet.kirjastot.fi/node/600,2012,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,kunnat,4000,1
836,1228,Uusia laitteita Sykäräisen sivukirjastoon,Laitehankinnat,Keski-Pohjanmaa,Toholammin kunnankirjasto,Länsi- ja Sisä-Suomi,Toholampi,hankkeet.kirjastot.fi/node/2303,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,1800,1
837,1229,Uusia tuulia kirjastoon,Strateginen kehittäminen,Pohjois-Pohjanmaa,Oulun kaupunginkirjasto-maakuntakirjasto,Pohjois-Suomi,Oulu,hankkeet.kirjastot.fi/node/2343,2014,"Kirjaston asiakkaat, Sidosryhmät",ELY,suomenkielinen,maakunta	,43000,1
838,1231,Uusia tuulia oheistoimintaan- uusia asiakkaita kirjastoon!,Palvelujen kehittäminen,Keski-Suomi,Saarijärven kaupunginkirjasto,Länsi- ja Sisä-Suomi,Saarijärvi,hankkeet.kirjastot.fi/node/793,2012,Kirjaston asiakkaat,ELY,suomenkielinen,seutukunnat	,3000,1
839,1232,Uusien asiakaspäätteiden hankkiminen Janakkalan kirjastoon.,Laitehankinnat,Kanta-Häme,Janakkalan kirjasto,Etelä-Suomi,Janakkala,hankkeet.kirjastot.fi/node/860,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,4000,1
840,1233,Uusilla laitteilla tehokkuutta ja monimuotoisuutta kirjaston oheistoimintaan,Laitehankinnat,Satakunta,Harjavallan kaupunginkirjasto,Lounais-Suomi,Harjavalta,hankkeet.kirjastot.fi/node/305,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,3200,1
841,1234,Uuteen tietojärjestelmään Uuraisten kunnankirjastolla,Verkkopalvelut,Keski-Suomi,Uuraisten kunnankirjasto,Länsi- ja Sisä-Suomi,Uurainen,hankkeet.kirjastot.fi/node/343,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,kunnat,3000,1
842,1236,Uutispuurosta puffiin - kirjoitetaan uutisia ja juttuja,Oppimisympäristö ja yhteisöllisyys,Varsinais-Suomi,Raision kaupunginkirjasto,Lounais-Suomi,Raisio,hankkeet.kirjastot.fi/node/1259,2013,Maahanmuuttajat,ELY,suomenkielinen,kunnat,0,1
843,1237,Vaivattomasti verkkoon,Verkkopalvelut,Uusimaa,Lohjan kaupunginkirjasto,Etelä-Suomi,Lohja,hankkeet.kirjastot.fi/node/569,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,kunnan- tai kaupunginosat	,3000,1
844,1239,Valoa ja viihtyisyyttä kirjastoon,Tilasuunnittelu,Lappi,Muonion kunnankirjasto,Lappi,Muonio,hankkeet.kirjastot.fi/node/244,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,0,1
845,1240,Vanhemmat lukemaan lapsille,Lukemisen edistäminen,Uusimaa,Mäntsälän kirjasto,Etelä-Suomi,Mäntsälä,hankkeet.kirjastot.fi/node/608,2012,Lapsiperheet,ELY,suomenkielinen,seutukunnat	,6000,1
846,1241,Varastokokoelmat syyniin,Kokoelmat,Pohjanmaa,Vaasan kaupunginkirjasto-maakuntakirjasto,Länsi- ja Sisä-Suomi,Vaasa,hankkeet.kirjastot.fi/node/2360,2014,Kirjaston henkilökunta,ELY,suomenkielinen,maakunta	,8000,1
847,1242,Vaski-kirjastojen esitteet selkokielelle,Palvelujen kehittäminen,Varsinais-Suomi,Kaarinan kaupunginkirjasto,Lounais-Suomi,Kaarina,hankkeet.kirjastot.fi/node/1056,2013,"Maahanmuuttajat, Erityisryhmät",ELY,suomenkielinen,seutukunnat	,1600,1
848,1244,Vauhtia verkkoasiointiin,Laitehankinnat,Pohjois-Karjala,Tohmajärven kunnankirjasto,Itä-Suomi,Tohmajärvi,hankkeet.kirjastot.fi/node/964,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,4500,1
849,1245,Vauvasta Valkamaan,Lukemisen edistäminen,Keski-Suomi,Jämsän kaupunginkirjasto,Länsi- ja Sisä-Suomi,Jämsä,hankkeet.kirjastot.fi/node/1118,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,6000,1
850,1246,Vehkeille käyttöä,Mediakasvatus,Keski-Pohjanmaa,Kannuksen kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kannus,hankkeet.kirjastot.fi/node/1208,2013,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,seutukunnat	,16000,1
851,1248,Vehkeitä,Laitehankinnat,Keski-Pohjanmaa,Kannuksen kaupunginkirjasto,Länsi- ja Sisä-Suomi,Kannus,hankkeet.kirjastot.fi/node/1209,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,12000,1
852,1249,Vellamon vinkkeihin verkoston ja yhteisön vetovoimaa,Verkkopalvelut,Päijät-Häme,Lahden kaupunginkirjasto-maakuntakirjasto,Etelä-Suomi,Lahti,hankkeet.kirjastot.fi/node/665,2012,Kirjaston asiakkaat,ELY,suomenkielinen,maakunta	,50000,1
853,1250,Venäjänkielisen lastenkirjastotoiminnan seudullinen kehityshanke,Palvelujen kehittäminen,Uusimaa,Espoon kaupunginkirjasto,Etelä-Suomi,Espoo,hankkeet.kirjastot.fi/node/550,2012,Lapset (alle 13 v.),ELY,suomenkielinen,kunnat,45000,1
854,1251,"Verkkokirjasto tulee, me olemme valmiina!",Verkkopalvelut,Pohjois-Savo,Siilinjärven kunnankirjasto,Itä-Suomi,Siilinjärvi,hankkeet.kirjastot.fi/node/1385,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,kunnat,6000,1
855,1252,"Verkkokirjasto uusiksi, koulutusta kirjastojen henkilöstölle",Verkkopalvelut,Pohjois-Savo,Siilinjärven kunnankirjasto,Itä-Suomi,Siilinjärvi,hankkeet.kirjastot.fi/node/537,2012,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,seutukunnat	,0,1
856,1253,Verkkopuikkari jatkuu : sähköisen asioinnin tukeminen ,Henkilöstön osaaminen,Pohjois-Savo,Varkauden kaupunginkirjasto,Itä-Suomi,Varkaus,hankkeet.kirjastot.fi/node/318,2012,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,9000,1
857,1254,"Verkkotiedonhaun, mediakasvatuksen ja verkko-osaamisen koulutus Kirkes-kirjastoissa",Henkilöstön osaaminen,Uusimaa,Mäntsälän kirjasto,Etelä-Suomi,Mäntsälä,hankkeet.kirjastot.fi/node/1216,2013,Kirjaston henkilökunta,ELY,suomenkielinen,seutukunnat	,10000,1
858,1255,Vetoa verkkokirjastoon - kirjaston verkkopalveluiden markkinointikampanja,Verkkopalvelut,Pohjois-Savo,Kuopion kaupunginkirjasto - Pohjois-savon maakuntakirjasto,Itä-Suomi,Kuopio,hankkeet.kirjastot.fi/node/1578,2013,"Kirjaston asiakkaat, Kirjaston henkilökunta",ELY,suomenkielinen,seutukunnat	,0,1
859,1257,Vetovoimainen kirjasto: asiakkaiden aktivointi ja osallistaminen,Palvelujen kehittäminen,Kymenlaakso,Kotkan kaupunginkirjasto,Etelä-Suomi,Kotka,hankkeet.kirjastot.fi/node/313,2012,"Kirjaston asiakkaat, Kirjaston ei-käyttäjät",ELY,suomenkielinen,kunnat,25000,1
860,1259,VG 570 - Vallis Gratiae 570,Oppimisympäristö ja yhteisöllisyys,Varsinais-Suomi,Naantalin kaupunginkirjasto,Lounais-Suomi,Naantali,hankkeet.kirjastot.fi/node/1269,2013,"Lapset (alle 13 v.), Nuoret (13-19  v.)",ELY,suomenkielinen,kunnan- tai kaupunginosat	,3600,1
861,1261,Vi profilerar oss!,Laitehankinnat,Uusimaa,Raseborgs stadsbibliotek,Etelä-Suomi,Raasepori,hankkeet.kirjastot.fi/node/174,2012,Kirjaston asiakkaat,ELY,ruotsinkielinen,kunnat,3000,1
862,1262,Vielä vinkkaa,Lukemisen edistäminen,Kainuu,Kajaanin kaupunginkirjasto - Kainuun maakuntakirjasto,Pohjois-Suomi,Kajaani,hankkeet.kirjastot.fi/node/2150,2014,"Lapset (alle 13 v.), Tietty ammattiryhmä (esim. opettajat), Kirjaston henkilökunta",ELY,suomenkielinen,maakunta	,14000,1
863,1265,Vieremän kunnankirjaston juhlavuosi 2014,Palvelujen kehittäminen,Pohjois-Savo,Vieremän kunnankirjasto,Itä-Suomi,Vieremä,hankkeet.kirjastot.fi/node/2154,2014,Kirjaston asiakkaat,ELY,suomenkielinen,kunnan- tai kaupunginosat	,4000,1
864,1266,Vihdin pääkirjasto Agricola 15 vuotta ,Palvelujen kehittäminen,Uusimaa,Vihdin kunnankirjasto ,Etelä-Suomi,Vihti,hankkeet.kirjastot.fi/node/1516,2013,Kirjaston asiakkaat,ELY,suomenkielinen,kunnat,6000,1
